admission_year,college_code,college_name,branch_code,branch_name,oc_seats,bc_seats,bcm_seats,mbc_seats,sc_seats,sca_seats,st_seats,source_url,source_published_on
2026,1322,"Dhanalakshmi Srinivasan College of Engineering and Technology (Autonomous), ECR, Poonjeri, Mamallapuram, Kanchipuram-603104.",ER,ENVIRONMENTAL SCIENCE & TECHNOLOGY,8,7,1,5,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1322,"Dhanalakshmi Srinivasan College of Engineering and Technology (Autonomous), ECR, Poonjeri, Mamallapuram, Kanchipuram-603104.",FD,FOOD TECHNOLOGY,9,7,1,5,4,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1322,"Dhanalakshmi Srinivasan College of Engineering and Technology (Autonomous), ECR, Poonjeri, Mamallapuram, Kanchipuram-603104.",IT,INFORMATION TECHNOLOGY,49,44,6,34,25,4,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1322,"Dhanalakshmi Srinivasan College of Engineering and Technology (Autonomous), ECR, Poonjeri, Mamallapuram, Kanchipuram-603104.",ME,MECHANICAL ENGINEERING,15,13,2,10,8,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1322,"Dhanalakshmi Srinivasan College of Engineering and Technology (Autonomous), ECR, Poonjeri, Mamallapuram, Kanchipuram-603104.",MZ,MECHATRONICS ENGINEERING,18,15,2,10,8,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1322,"Dhanalakshmi Srinivasan College of Engineering and Technology (Autonomous), ECR, Poonjeri, Mamallapuram, Kanchipuram-603104.",RI,ROBOTICS AND ARTIFICIAL INTELLIGENCE,9,7,1,6,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1322,"Dhanalakshmi Srinivasan College of Engineering and Technology (Autonomous), ECR, Poonjeri, Mamallapuram, Kanchipuram-603104.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),15,13,2,9,8,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1325,"St. Joseph College of Engineering, Trinity Campus, Nemili B Beemanthangal Village, Sriperumbudur, Kancheepuram District, Chennai-602105.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,12,10,0,8,7,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1325,"St. Joseph College of Engineering, Trinity Campus, Nemili B Beemanthangal Village, Sriperumbudur, Kancheepuram District, Chennai-602105.",CS,COMPUTER SCIENCE AND ENGINEERING,46,42,6,31,23,5,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1325,"St. Joseph College of Engineering, Trinity Campus, Nemili B Beemanthangal Village, Sriperumbudur, Kancheepuram District, Chennai-602105.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,27,21,3,16,12,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1325,"St. Joseph College of Engineering, Trinity Campus, Nemili B Beemanthangal Village, Sriperumbudur, Kancheepuram District, Chennai-602105.",IT,INFORMATION TECHNOLOGY,26,21,3,16,12,3,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1325,"St. Joseph College of Engineering, Trinity Campus, Nemili B Beemanthangal Village, Sriperumbudur, Kancheepuram District, Chennai-602105.",ME,MECHANICAL ENGINEERING,16,15,2,11,8,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1325,"St. Joseph College of Engineering, Trinity Campus, Nemili B Beemanthangal Village, Sriperumbudur, Kancheepuram District, Chennai-602105.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),15,13,2,11,7,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1333,"Shikshaa Institute of Advanced Technologies (formerly Vi Institute of Technology), No. 96 Sirunkundram Post,Chengalpattu Taluk,Kancheepuram District-603108.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,17,15,2,11,8,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1333,"Shikshaa Institute of Advanced Technologies (formerly Vi Institute of Technology), No. 96 Sirunkundram Post,Chengalpattu Taluk,Kancheepuram District-603108.",CS,COMPUTER SCIENCE AND ENGINEERING,16,13,2,11,9,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1333,"Shikshaa Institute of Advanced Technologies (formerly Vi Institute of Technology), No. 96 Sirunkundram Post,Chengalpattu Taluk,Kancheepuram District-603108.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,9,7,1,5,3,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1335,"Sri Krishna Institute of Technology, Navaneedam Nagar, Panapakkam, Near Padappai, Kanchipuram-601301.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),17,13,2,11,8,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1335,"Sri Krishna Institute of Technology, Navaneedam Nagar, Panapakkam, Near Padappai, Kanchipuram-601301.",CE,CIVIL ENGINEERING,16,15,1,10,9,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1335,"Sri Krishna Institute of Technology, Navaneedam Nagar, Panapakkam, Near Padappai, Kanchipuram-601301.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,8,5,1,6,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1335,"Sri Krishna Institute of Technology, Navaneedam Nagar, Panapakkam, Near Padappai, Kanchipuram-601301.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,7,6,1,3,2,0,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1335,"Sri Krishna Institute of Technology, Navaneedam Nagar, Panapakkam, Near Padappai, Kanchipuram-601301.",ME,MECHANICAL ENGINEERING,18,14,2,11,7,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1335,"Sri Krishna Institute of Technology, Navaneedam Nagar, Panapakkam, Near Padappai, Kanchipuram-601301.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),16,15,2,12,9,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1339,"MAHALAKSHMI TECH CAMPUS, NO.1,BHARATHIYAR STREET, PRASHANTHI NAGAR, CHROMPET, CHENNAI - 600044",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11,9,1,7,6,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1339,"MAHALAKSHMI TECH CAMPUS, NO.1,BHARATHIYAR STREET, PRASHANTHI NAGAR, CHROMPET, CHENNAI - 600044",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),10,9,1,7,6,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1339,"MAHALAKSHMI TECH CAMPUS, NO.1,BHARATHIYAR STREET, PRASHANTHI NAGAR, CHROMPET, CHENNAI - 600044",CS,COMPUTER SCIENCE AND ENGINEERING,22,18,2,14,10,3,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1339,"MAHALAKSHMI TECH CAMPUS, NO.1,BHARATHIYAR STREET, PRASHANTHI NAGAR, CHROMPET, CHENNAI - 600044",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,11,10,2,7,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1339,"MAHALAKSHMI TECH CAMPUS, NO.1,BHARATHIYAR STREET, PRASHANTHI NAGAR, CHROMPET, CHENNAI - 600044",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),6,4,1,3,3,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,49,44,6,32,25,4,2,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),41,36,5,27,21,4,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,BM,BIO MEDICAL ENGINEERING,10,8,1,5,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,17,14,1,11,9,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,CE,CIVIL ENGINEERING,5,4,0,2,2,0,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,CS,COMPUTER SCIENCE AND ENGINEERING,150,137,18,104,77,16,5,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,EA,ELECTRONICS AND COMMUNICATION (ADVANCED COMMUNICATION TECHNOLOGY),8,7,1,6,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,EC,ELECTRONICS AND COMMUNICATION ENGINEERING,50,43,6,33,24,6,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,EE,ELECTRICAL AND ELECTRONICS ENGINEERING,8,8,1,6,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,EV,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),9,6,1,6,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,IT,INFORMATION TECHNOLOGY,51,43,6,33,25,4,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,ME,MECHANICAL ENGINEERING,17,14,1,11,9,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,MZ,MECHATRONICS ENGINEERING,7,7,1,5,5,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1399,Chennai Institute of Technology (Autonomous) Puduper Village Nandambakkam Post Kundrathur Chennai 600069,SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),8,8,0,5,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1401,"Adhiparasakthi Engineering College (Autonomous), Melmaruvathur, Cheyyur Taluk, Kancheepuram District- 603319.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,11,10,1,7,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1401,"Adhiparasakthi Engineering College (Autonomous), Melmaruvathur, Cheyyur Taluk, Kancheepuram District- 603319.",AG,AGRICULTURAL ENGINEERING,8,7,1,4,3,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1401,"Adhiparasakthi Engineering College (Autonomous), Melmaruvathur, Cheyyur Taluk, Kancheepuram District- 603319.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),6,5,1,4,2,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1401,"Adhiparasakthi Engineering College (Autonomous), Melmaruvathur, Cheyyur Taluk, Kancheepuram District- 603319.",CD,COMPUTER SCIENCE AND DESIGN,8,7,1,5,4,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1401,"Adhiparasakthi Engineering College (Autonomous), Melmaruvathur, Cheyyur Taluk, Kancheepuram District- 603319.",CE,CIVIL ENGINEERING,15,13,2,11,8,0,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1401,"Adhiparasakthi Engineering College (Autonomous), Melmaruvathur, Cheyyur Taluk, Kancheepuram District- 603319.",CH,CHEMICAL ENGINEERING,11,10,1,7,6,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1401,"Adhiparasakthi Engineering College (Autonomous), Melmaruvathur, Cheyyur Taluk, Kancheepuram District- 603319.",CS,COMPUTER SCIENCE AND ENGINEERING,19,15,2,11,9,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1401,"Adhiparasakthi Engineering College (Autonomous), Melmaruvathur, Cheyyur Taluk, Kancheepuram District- 603319.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,20,16,2,13,8,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1401,"Adhiparasakthi Engineering College (Autonomous), Melmaruvathur, Cheyyur Taluk, Kancheepuram District- 603319.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,15,13,2,10,8,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1401,"Adhiparasakthi Engineering College (Autonomous), Melmaruvathur, Cheyyur Taluk, Kancheepuram District- 603319.",IT,INFORMATION TECHNOLOGY,12,11,1,9,6,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1401,"Adhiparasakthi Engineering College (Autonomous), Melmaruvathur, Cheyyur Taluk, Kancheepuram District- 603319.",ME,MECHANICAL ENGINEERING,16,13,2,10,8,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1402,"Annai Teresa College of Engineering, Thirunavalur, Ulundurpet Taluk, Villupuram District-607204.",CS,COMPUTER SCIENCE AND ENGINEERING,11,9,2,5,5,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1402,"Annai Teresa College of Engineering, Thirunavalur, Ulundurpet Taluk, Villupuram District-607204.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,11,10,1,7,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1402,"Annai Teresa College of Engineering, Thirunavalur, Ulundurpet Taluk, Villupuram District-607204.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,10,9,1,7,6,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1402,"Annai Teresa College of Engineering, Thirunavalur, Ulundurpet Taluk, Villupuram District-607204.",ME,MECHANICAL ENGINEERING,11,10,1,8,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1405,"Dhanalakshmi College of Engineering (Autonomous), Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,32,29,4,21,16,3,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1405,"Dhanalakshmi College of Engineering (Autonomous), Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),10,9,1,8,5,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1405,"Dhanalakshmi College of Engineering (Autonomous), Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301.",CS,COMPUTER SCIENCE AND ENGINEERING,33,29,4,21,16,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1405,"Dhanalakshmi College of Engineering (Autonomous), Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,16,14,1,12,9,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1405,"Dhanalakshmi College of Engineering (Autonomous), Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,6,5,0,4,2,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1405,"Dhanalakshmi College of Engineering (Autonomous), Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301.",IT,INFORMATION TECHNOLOGY,16,14,2,11,8,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1405,"Dhanalakshmi College of Engineering (Autonomous), Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301.",ME,MECHANICAL ENGINEERING,6,4,1,2,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1405,"Dhanalakshmi College of Engineering (Autonomous), Manimangalam Puducheri Road, Manimangalam, Manimangalam Post, Sriperumbudur Taluk, Kancheepuram District, Chennai-601301.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),11,9,2,6,5,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1407,"G K M College of Engineering and Technology, G K M Nagar, Alappakkam-Mappedu Road, New Perugalathur, Chennai- 600063.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,10,10,2,7,5,0,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1407,"G K M College of Engineering and Technology, G K M Nagar, Alappakkam-Mappedu Road, New Perugalathur, Chennai- 600063.",AU,AUTOMOBILE ENGINEERING,6,5,0,3,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1407,"G K M College of Engineering and Technology, G K M Nagar, Alappakkam-Mappedu Road, New Perugalathur, Chennai- 600063.",BM,BIO MEDICAL ENGINEERING,6,4,1,3,2,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1407,"G K M College of Engineering and Technology, G K M Nagar, Alappakkam-Mappedu Road, New Perugalathur, Chennai- 600063.",CE,CIVIL ENGINEERING,5,6,1,3,3,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1407,"G K M College of Engineering and Technology, G K M Nagar, Alappakkam-Mappedu Road, New Perugalathur, Chennai- 600063.",CS,COMPUTER SCIENCE AND ENGINEERING,11,9,2,6,5,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1407,"G K M College of Engineering and Technology, G K M Nagar, Alappakkam-Mappedu Road, New Perugalathur, Chennai- 600063.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,5,4,1,4,3,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1407,"G K M College of Engineering and Technology, G K M Nagar, Alappakkam-Mappedu Road, New Perugalathur, Chennai- 600063.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,6,5,0,4,2,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1407,"G K M College of Engineering and Technology, G K M Nagar, Alappakkam-Mappedu Road, New Perugalathur, Chennai- 600063.",IT,INFORMATION TECHNOLOGY,6,4,1,4,2,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1407,"G K M College of Engineering and Technology, G K M Nagar, Alappakkam-Mappedu Road, New Perugalathur, Chennai- 600063.",ME,MECHANICAL ENGINEERING,5,5,0,4,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1407,"G K M College of Engineering and Technology, G K M Nagar, Alappakkam-Mappedu Road, New Perugalathur, Chennai- 600063.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),6,4,0,4,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
