admission_year,college_code,college_name,branch_code,branch_name,oc_seats,bc_seats,bcm_seats,mbc_seats,sc_seats,sca_seats,st_seats,source_url,source_published_on
2026,1101,"Aalim Muhammed Salegh College of Engineering (Autonomous), Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",CE,CIVIL ENGINEERING,7,5,1,4,4,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1101,"Aalim Muhammed Salegh College of Engineering (Autonomous), Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",CS,COMPUTER SCIENCE AND ENGINEERING,16,15,2,11,8,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1101,"Aalim Muhammed Salegh College of Engineering (Autonomous), Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,21,18,3,14,11,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1101,"Aalim Muhammed Salegh College of Engineering (Autonomous), Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,7,5,1,4,2,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1101,"Aalim Muhammed Salegh College of Engineering (Autonomous), Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",IT,INFORMATION TECHNOLOGY,9,8,1,6,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1101,"Aalim Muhammed Salegh College of Engineering (Autonomous), Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",ME,MECHANICAL ENGINEERING,11,11,0,7,6,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1101,"Aalim Muhammed Salegh College of Engineering (Autonomous), Nizara Educational Campus Muthapudupet, Avadi - IAF, Chennai-600055.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),8,8,1,5,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,6,6,1,5,4,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",CE,CIVIL ENGINEERING,7,6,1,5,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",CS,COMPUTER SCIENCE AND ENGINEERING,8,6,0,5,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,7,6,0,4,3,0,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,7,7,0,5,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",IT,INFORMATION TECHNOLOGY,6,6,1,4,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1102,"Bhajarang Engineering College, Ayathur Village, Veppampattu (R.S), Thiruvallur dist-602024.",ME,MECHANICAL ENGINEERING,7,6,1,5,3,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",AE,AERONAUTICAL ENGINEERING,5,5,0,2,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),3,4,1,2,2,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,5,4,1,3,3,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",CE,CIVIL ENGINEERING,3,4,1,3,2,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",CO,COMPUTER AND COMMUNICATION ENGINEERING,7,6,1,5,2,0,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",CS,COMPUTER SCIENCE AND ENGINEERING,17,14,1,10,9,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,13,12,1,9,7,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,10,8,1,7,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",EI,ELECTRONICS AND INSTRUMENTATION ENGINEERING,5,3,1,4,1,0,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",IT,INFORMATION TECHNOLOGY,19,17,3,13,10,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",ME,MECHANICAL ENGINEERING,5,4,0,2,2,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",RM,ROBOTICS AND AUTOMATION,6,4,0,4,2,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1106,"Jaya Engineering College, Prakash Nagar, Thiruninravur, Thiruvallur District, Chennai-602024.",TX,TEXTILE TECHNOLOGY,7,5,1,3,3,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur- Thiruthani NH Road, Thiruvallur Taluk & District-631204.",CS,COMPUTER SCIENCE AND ENGINEERING,6,6,1,5,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur- Thiruthani NH Road, Thiruvallur Taluk & District-631204.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,7,6,1,4,4,0,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur- Thiruthani NH Road, Thiruvallur Taluk & District-631204.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,7,6,0,5,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur- Thiruthani NH Road, Thiruvallur Taluk & District-631204.",FD,FOOD TECHNOLOGY,7,6,1,5,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1107,"Jaya Institute of Technology, Kanchipadi, Thiruvallur- Thiruthani NH Road, Thiruvallur Taluk & District-631204.",ME,MECHANICAL ENGINEERING,8,6,1,4,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,21,18,3,14,10,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),12,11,1,8,6,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",BT,BIO TECHNOLOGY,17,15,2,11,9,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,11,9,1,8,5,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",CS,COMPUTER SCIENCE AND ENGINEERING,26,22,3,16,12,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,17,15,2,11,7,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,14,12,1,9,7,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",IT,INFORMATION TECHNOLOGY,8,7,1,5,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",ME,MECHANICAL ENGINEERING,8,7,1,5,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1110,"Prathyusha Engineering College (Autonomous), Poonamallee- Tiruvallur High Road, Aranvoyalkuppam, Tiruvallur-602025.",SC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),9,7,1,6,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1111,"RAJALAKSHMI ENGINEERING COLLEGE (OFF CAMPUS) (Autonomous)PERUNGUDI, CAMPUS 5, RMZ MILLENIA BUSINESS PARK - LI, NO.143, DR. M.G.R VEERANAM ROAD, KANDANCHAVADI, PERUNGUDI, CHENNAI - 600 096",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,12,11,1,8,6,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1111,"RAJALAKSHMI ENGINEERING COLLEGE (OFF CAMPUS) (Autonomous)PERUNGUDI, CAMPUS 5, RMZ MILLENIA BUSINESS PARK - LI, NO.143, DR. M.G.R VEERANAM ROAD, KANDANCHAVADI, PERUNGUDI, CHENNAI - 600 096",CS,COMPUTER SCIENCE AND ENGINEERING,27,24,3,19,14,2,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1111,"RAJALAKSHMI ENGINEERING COLLEGE (OFF CAMPUS) (Autonomous)PERUNGUDI, CAMPUS 5, RMZ MILLENIA BUSINESS PARK - LI, NO.143, DR. M.G.R VEERANAM ROAD, KANDANCHAVADI, PERUNGUDI, CHENNAI - 600 096",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,27,24,3,18,14,3,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1111,"RAJALAKSHMI ENGINEERING COLLEGE (OFF CAMPUS) (Autonomous)PERUNGUDI, CAMPUS 5, RMZ MILLENIA BUSINESS PARK - LI, NO.143, DR. M.G.R VEERANAM ROAD, KANDANCHAVADI, PERUNGUDI, CHENNAI - 600 096",IT,INFORMATION TECHNOLOGY,16,13,2,10,7,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),26,21,3,15,12,3,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",CS,COMPUTER SCIENCE AND ENGINEERING,40,36,5,28,20,4,2,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",CU,COMPUTER SCIENCE AND ENGINEERING AND BUSSINESS SYSTEMS,8,7,1,6,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,34,29,3,20,16,4,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,9,8,1,5,4,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1112,"R.M.D. Engineering College (Autonomous), R.S.M. Nagar, Gummidipoondi Taluk, Kavaraipettai, Thiruvallur-601206.",IT,INFORMATION TECHNOLOGY,16,15,2,12,8,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CA,COMPUTER SCIENCE AND ENGINEERING(ARTIFICIAL INTELLIGENCE),24,23,2,16,12,3,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CE,CIVIL ENGINEERING,7,8,0,5,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CS,COMPUTER SCIENCE AND ENGINEERING,40,36,5,26,20,4,2,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CU,COMPUTER SCIENCE AND ENGINEERING AND BUSSINESS SYSTEMS,9,7,1,5,3,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",CV,COMPUTER SCIENCE AND ENGINEERING (AR/VR AND MEDIA DESIGN),10,7,1,6,3,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,40,36,5,28,20,4,2,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,8,7,1,5,5,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",EG,ELECTRONICS AND COMMUNICATION ENGINEERING (ADVANCED COMMUNICATION TECHNOLOGY),9,7,1,6,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",IT,INFORMATION TECHNOLOGY,17,14,2,11,9,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",ME,MECHANICAL ENGINEERING,8,7,1,6,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1113,"R.M.K. Engineering College (Autonomous), R.S.M. Nagar, Kavaraipettai, Gummidipoondi Taluk, Thiruvallur-601206.",VL,ELECTRONICS AND COMMUNICATION ENGINEEIRNG(VLSI DESIGN AND TECHNOLOGY),8,6,2,5,5,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",AD,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,15,14,2,11,9,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",AM,COMPUTER SCIENCE AND ENGINEERING (AI AND MACHINE LEARNING),8,8,1,5,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",CB,COMPUTER SCIENCE AND BUSSINESS SYSTEMS,8,8,1,6,4,1,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",CE,CIVIL ENGINEERING,5,4,0,2,3,0,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",CS,COMPUTER SCIENCE AND ENGINEERING,41,36,5,28,21,3,2,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",EC,ELECTRONICS AND COMMUNICATION ENGINEERING,25,23,3,16,12,3,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,19,16,1,12,8,2,0,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
2026,1114,"S.A. Engineering College (Autonomous), Poonamallee- Avadi Road, Thiruverkadu Post, Tiruvallur, Chennai-600077.",EV,ELECTRONICS ENGINEERING (VLSI DESIGN AND TECHNOLOGY),11,9,2,6,6,1,1,https://static.tneaonline.org/docs/GENERAL-ACADEMIC-SEAT-MATRIX-AFTER-SPECIAL-RESERVATION-COUNSELLING-2026.pdf,2026-07-20
